users,precision,recall,mape,commonResto
6H_tP23-L2zvC58qW7qojw,0.02,0.13333333333333333,0.8666666666666667,2
vi75M611fR89qIg3wqHqqA,0.0,0.0,1.0,0
Q9mA60HnY87C1TW5kjAZ6Q,0.0,0.0,1.0,0
G8ds1EDzPKKmjOJWCCQEQw,0.01,0.1111111111111111,0.8888888888888888,1
1pFTNtr6HZO59wz95zKS3w,0.02,0.13333333333333333,0.8666666666666667,2
uddWmfMhvMYaj3Uog3fMjw,0.0,0.0,1.0,0
kBNFdviedCPFWyR-wVaAzw,0.0,0.0,NaN,0
nOTl4aPC4tKHK35T3bNauQ,0.0,0.0,1.0,0
ImBb4MxG9wfTkZfOcfZhJQ,0.0,0.0,NaN,0
fY_8CD3eah3fdq2YNCF04g,0.0,0.0,NaN,0
ZzA0SBWKSRJA8y5tlszrjQ,0.0,0.0,NaN,0
vj2RoqU4nRFG0YLbTG4etw,0.0,0.0,1.0,0
1W3-kN5LmmQlTlXhbypJVw,0.0,0.0,1.0,0
qwvqOG9UoClcR4iFnmAPHw,0.01,0.041666666666666664,0.9583333333333334,1
atXRV9crRDO2VzP6XOquJg,0.0,0.0,1.0,0
X4cwQL_JZZnAUyCbOwz3pw,0.0,0.0,1.0,0
S25wXm7l0OlxckjfObmhjQ,0.03,0.2,0.8,3
Y-ztOEfGVSweyFjvnnhpAA,0.01,1.0,0.0,1
xsBjO0GTAvZK8i2A8_z20g,0.0,0.0,1.0,0
swx0FJkZWb6nVP58ZsMl7w,0.08,0.20512820512820512,0.7948717948717948,8
krJw8HFQMl2lP8fbHvEGuw,0.02,0.2857142857142857,0.7142857142857143,2
PkRFSQgSfca9Tamq7b2LdQ,0.0,0.0,NaN,0
HdUpeg9oYzvzHIgeJuM2uQ,0.0,0.0,NaN,0
uO1w3qNo21c1bVHHFTYW0w,0.0,0.0,1.0,0
2VKVhy1SwaixHCeiWglLUQ,0.0,0.0,NaN,0
cIbbfJEGLB3B-c8Po4AL5g,0.0,0.0,NaN,0
qEVzzrg5tjnmZlYmSFTCSg,0.04,0.26666666666666666,0.7333333333333333,4
FlHYgjuNYM6KXJDFA4RlMQ,0.04,0.26666666666666666,0.7333333333333333,4
hrYOEsw6YkYTf9joi_styw,0.05,0.4166666666666667,0.5833333333333334,5
mUQN8Pq3Dj0F602PswyTog,0.03,0.6,0.4,3
JmMXYQJio5eXgOvVZl_xGw,0.0,0.0,NaN,0
MfWGWVuUo9bptZ9VcQTC5Q,0.0,0.0,1.0,0
uoeENUO7Bkw5OwO_KHV-Rg,0.01,0.04,0.96,1
JjicSN4Fyyi40DH7hGzc-A,0.0,0.0,NaN,0
-zjgxf6V-EOx320YXJwYPA,0.0,0.0,NaN,0
FmNuihINhD2lNQLnfFhpnA,0.0,0.0,NaN,0
7EaW0Vc_I0T6qn4LymF-kg,0.0,0.0,1.0,0
YqMpcRUA0OMw1WNLDGoj-A,0.03,0.07692307692307693,0.9230769230769231,3
KNRwbAKYzHXjaWGQJc_pTg,0.0,0.0,1.0,0
S5pV8NkyrG5z6FHTmcjCzA,0.02,0.2,0.8,2
Un8b-5KCUvq0ybAcdgc5OA,0.0,0.0,NaN,0
E1hLHq6LZ6AoSJzW-oT4FQ,0.04,0.18181818181818182,0.8181818181818182,4
eRDWzHCldd6YXypRECvHYg,0.01,0.07142857142857142,0.9285714285714286,1
Gsa-MeZ0IybuuXinFZUVGg,0.04,0.23529411764705882,0.7647058823529411,4
hyvR2B4uxhHtx3WifjgsjQ,0.0,0.0,1.0,0
Uwu72w77MPox942_GnCS7g,0.0,0.0,NaN,0
AVHntMBUO4dehOXjWQ2nBA,0.0,0.0,NaN,0
KPAWdZ1oAcX7IXcBDvupWA,0.02,0.25,0.75,2
o_DeoZ0Ogu32D18cgEDkbA,0.0,0.0,NaN,0
Srv9jOGELiNGIJEqhS5_uQ,0.07,0.2413793103448276,0.7586206896551724,7
SVC0CajvmYfH5uAq4JnGvg,0.03,0.1111111111111111,0.8888888888888888,3
s5hemOR2IxcW-0MYA6hGug,0.0,0.0,NaN,0
fIqgMebiSjVb0g27OqWBDw,0.02,0.18181818181818182,0.8181818181818182,2
s_SzQvkDfn18Cquma7DndQ,0.02,0.2222222222222222,0.7777777777777778,2
bE7Yd0jI_P6g27MWEKKalA,0.0,0.0,NaN,0
Kf10dTiGlcnyhj8DBoZn1A,0.0,0.0,NaN,0
SsOiVav4V5_NjTl21Lj92w,0.0,0.0,1.0,0
cD4sHHO5sEljk7qSGhVaEw,0.01,0.08333333333333333,0.9166666666666666,1
DBHCFW3mSmmOEpONHVu1rQ,0.0,0.0,NaN,0
pFfZdrY_EbDlTxEwKbZl3A,0.01,0.5,0.5,1
0C_kTzETOV_1m-fSeYGuJQ,0.03,0.13636363636363635,0.8636363636363636,3
c9NbdAJy9eOGGc_i3UKuKQ,0.0,0.0,NaN,0
0rDG0uZHpqxJbdu-FJ3IgA,0.02,0.16666666666666666,0.8333333333333334,2
vvlSoQlcekSfPm75T6ZRRA,0.03,0.6,0.4,3
v-_wEl7yiX_MkmIqPq2BLQ,0.0,0.0,NaN,0
OA2f2Ct5dsikrMMf_xCOaw,0.01,0.25,0.75,1
VfsuriHOXymvFhum_pBzOw,0.0,0.0,1.0,0
I2K4dZgIyrfvgp63fyjs2A,0.0,0.0,NaN,0
Gaj5UjugtJL2aCWO6wmY1Q,0.0,0.0,NaN,0
F-XkGoU9tZxZLdGI6JAtZw,0.04,0.23529411764705882,0.7647058823529411,4
wtXhWwo1vEKrh8F65jiwvg,0.0,0.0,1.0,0
zN7UEYPQwUQdDULm_pDWdQ,0.05,0.2,0.8,5
QYl9phZItBKF0OznQDmKPQ,0.01,0.1,0.9,1
CPb8Mvhf1-teMo8r3fULtw,0.0,0.0,NaN,0
O3pSxv1SyHpY4qi4Q16KzA,0.04,0.09302325581395349,0.9069767441860465,4
Au2Xa-y-NOSCAiv0Pl7gig,0.0,0.0,1.0,0
Dn8PSKgNszrWjyfu6l9NOw,0.0,0.0,NaN,0
WVTxk0-DxPKJ7TckvUx_dA,0.0,0.0,NaN,0
bJTKxBIvb_AR8d4SuLPV8g,0.01,1.0,0.0,1
K3bzEv1h7CP-B92bNPhFUA,0.01,0.5,0.5,1
2vJ2e51kdbdAmAo_HTr4KQ,0.0,0.0,1.0,0
B49e2hnBhzp7bwBmCPgdxg,0.01,0.14285714285714285,0.8571428571428571,1
IhjiCSCiaefHE-4FAvSOkA,0.0,0.0,1.0,0
AvcMbSFslworZbsU6tjmdQ,0.0,0.0,1.0,0
XWld6N9X2-WdvhvsKcaWwg,0.0,0.0,NaN,0
_6CTDWsw4Fdr6R9ZzKvLZQ,0.02,0.2857142857142857,0.7142857142857143,2
METbZC5f659pJol53SSyJg,0.01,0.06666666666666667,0.9333333333333333,1
mLeMygUVo3j-RgP5XJQi8Q,0.02,0.09090909090909091,0.9090909090909091,2
NQOx6QzfkVCT57dxlOWobA,0.0,0.0,NaN,0
6pDCqee5g6jFB402L15kmg,0.0,0.0,1.0,0
CyBceG2iwctgooi2U54dUA,0.04,0.2222222222222222,0.7777777777777778,4
69xsJFjiOAd8Ld7WWk_tEw,0.02,0.11764705882352941,0.8823529411764706,2
ATvRfVqa36rMY3O9p1YwLg,0.0,0.0,1.0,0
h4cduDwCH8K9LJrowoJraA,0.0,0.0,1.0,0
vs8aSP9ArwqAlb0LeCnFeQ,0.22,0.2972972972972973,0.7027027027027027,22
FvwBCzmImJXlDWKhEvc9VA,0.02,0.10526315789473684,0.8947368421052632,2
G0p-Z2_JzOCVYKtiSapOfA,0.0,0.0,NaN,0
KBVL9aPlcLVwqyFQ__EeIA,0.0,0.0,1.0,0
R6NNz2Zb2yqpRWJNKIWldg,0.01,0.3333333333333333,0.6666666666666666,1
yK6wyLZ2I66B5-MJcS88xg,0.01,0.125,0.875,1
17sjqpbUOOoqh5KHomfhJA,0.0,0.0,1.0,0
aNmrSw98PhdvZkLgxP2PWg,0.0,0.0,1.0,0
UByCy7oxeiqFKOLmGUVm3g,0.01,0.14285714285714285,0.8571428571428571,1
ycNTi_hhCevsehL44HbGWg,0.01,0.25,0.75,1
bKAPpkAsxV4Y7-slkdPSbw,0.0,0.0,1.0,0
0LMHrFTQtUoY42AZl1MH6g,0.0,0.0,1.0,0
_oCiEDUZqu91P0Tzdl_wMA,0.03,0.10344827586206896,0.896551724137931,3
VmLgwBL0WES_efM1Lok_1A,0.03,0.16666666666666666,0.8333333333333334,3
eWD-kLqwCf1MaZxvO4yDLA,0.0,0.0,1.0,0
3BxHoPcHUQCYAh4X7zFR-w,0.0,0.0,1.0,0
TUu4SppnJ1S3lQ_jTxMpOw,0.0,0.0,NaN,0
-HlCe-Ya-4CE2huuEk2_1g,0.0,0.0,1.0,0
8onuIirziNOP5Jl3JXappA,0.02,0.3333333333333333,0.6666666666666666,2
f1-ADSATZKZRdKznOcIpOQ,0.03,0.13636363636363635,0.8636363636363636,3
h3SfoZcs04WnJErnFaeBpQ,0.0,0.0,1.0,0
N0qq4upibIRvLzE2SzVPtQ,0.01,1.0,0.0,1
nDQEwuw5u6iQHYXEsQXsxg,0.0,0.0,1.0,0
WHmabbfgdSW-JrOU9ePMrA,0.0,0.0,NaN,0
QPJJohtGqkMkaN0Gt3TRIg,0.0,0.0,1.0,0
ZXae3RfkH1LnKX0UjXNj3Q,0.0,0.0,1.0,0
xv3zwYXc5QRXS1QtKyByLg,0.05,0.16129032258064516,0.8387096774193549,5
Tw43xDZeDrE9X55I-w-Ozg,0.02,0.16666666666666666,0.8333333333333334,2
gw89Q2UcKQxQNSDJeMWn-Q,0.0,0.0,NaN,0
1J-CWvcyB8FDmyZ_GEmvpw,0.0,0.0,1.0,0
XyzqKpH5LmPgEPDvZBTPQw,0.0,0.0,NaN,0
7tUc6ujGNjK0oFvWSz22NQ,0.0,0.0,NaN,0
Y109iXUmmcVwziHIes48sg,0.0,0.0,NaN,0
-qr-SDo-IHa5-YISjtmesQ,0.0,0.0,NaN,0
fMdgChfFv_fI_HRxif7T_w,0.0,0.0,NaN,0
QyOjGyQS6mI-o8HVpVq8fQ,0.02,0.2,0.8,2
wXdrUQg4-VkSZH1FG4Byzw,0.02,0.08,0.92,2
_VtgrnnPVIE3ahJ2R8RW6Q,0.01,0.1,0.9,1
gwIqbXEXijQNgdESVc07hg,0.01,0.03225806451612903,0.967741935483871,1
mFwRTTDW0Yr-rFkTF2cFsw,0.0,0.0,NaN,0
FejMS4vsD9FIUtiwsmm7mA,0.01,0.16666666666666666,0.8333333333333334,1
StCSYeJ1I-G1LbdpW65kGQ,0.0,0.0,NaN,0
aPem60herPJilZDXPIUw2g,0.0,0.0,1.0,0
alUuOskFSl1bODjnce2PpQ,0.01,0.2,0.8,1
ZXyGw3Z1DyhK1sfNtpcyYA,0.01,0.08333333333333333,0.9166666666666666,1
tG24pgYOAyEONNhgmhVO-Q,0.0,0.0,1.0,0
tfcWQ_mKwgLkWu5pvpmsvg,0.0,0.0,1.0,0
ouS-Douov6w19Xly4aKLHQ,0.0,0.0,1.0,0
--YhjyV-ce1nFLYxP49C5A,0.01,0.09090909090909091,0.9090909090909091,1
ZhfC1izXG4YY7gkqyAzGOg,0.02,0.15384615384615385,0.8461538461538461,2
lstlOQgPI-HEmvf85yAA5A,0.0,0.0,1.0,0
e3jav1lBZRKP2iaCYHJHPQ,0.01,0.25,0.75,1
Yp7_GeD6KTRoo4Nteqv4SA,0.0,0.0,NaN,0
Bg6_SkJh76doBuYhrlARYA,0.0,0.0,NaN,0
bi50oVCy6pJBCEXHdhyOFA,0.0,0.0,NaN,0
bWvuUQ0XsduI_V5z4DaDSA,0.0,0.0,NaN,0
Jt1zgNmwz_jheOSmEsljPQ,0.0,0.0,1.0,0
TZQSUDDcA4ek5gBd6BzcjA,0.02,0.18181818181818182,0.8181818181818182,2
mnJvynzRIYptrjyKtEBiTA,0.02,0.07407407407407407,0.9259259259259259,2
PIG12rx9hiH4xf9_KBMj4Q,0.01,0.25,0.75,1
8QqFq03kPn27g3p0UqfV7A,0.0,0.0,1.0,0
PLIBoFMlQjM-FKqMCHnwgw,0.0,0.0,NaN,0
kRSm3Y3DdfIM7etuY4APhg,0.0,0.0,NaN,0
WEFK9tZ-z3Nt7pg5R-UrHg,0.0,0.0,NaN,0
-qSGCdxXU_jv_P-7CjZpcQ,0.05,0.35714285714285715,0.6428571428571429,5
gqn_YgUm08MEjYhWo1nRsw,0.01,0.5,0.5,1
Yl7OYdHuYmr7K-IW9_ayng,0.0,0.0,NaN,0
K79tujnvHi6tdy7ytNTL4g,0.0,0.0,1.0,0
JQ-rU-5xifMVx2Z8adSWCA,0.0,0.0,1.0,0
p7KpwlPgfpUPQGeD-8bCvw,0.01,0.2,0.8,1
J3ucveGKKJDvtuCNnb_x0g,0.02,0.125,0.875,2
C8W0VzsXaTg4YvciNTy3bg,0.0,0.0,NaN,0
1k655nwi0ACa6G4ZOFUHgg,0.02,0.1111111111111111,0.8888888888888888,2
NZPoW7bv_62nAJ-yXpVl1g,0.03,0.17647058823529413,0.8235294117647058,3
JgY2nsKaXhDwOcO0rDhb2A,0.02,0.2857142857142857,0.7142857142857143,2
7i6ny-Vyi8oBd3RbNVqIQQ,0.0,0.0,NaN,0
xXyZPAbfQzYTCig7jnZO0A,0.04,0.25,0.75,4
EGJXgD6YPieaUCQxfOdXbg,0.01,0.14285714285714285,0.8571428571428571,1
zvQM_xPJcLZtpeMF4RoYCA,0.03,0.2727272727272727,0.7272727272727273,3
ZYu9vVywiF5np-n2eV3JJQ,0.0,0.0,NaN,0
1mWig_Kq2rxkmcGvOfpE6A,0.0,0.0,NaN,0
bKTB22B8f1o7q25Sn8aN2Q,0.0,0.0,1.0,0
BXlQO-sD4R1DwXPpMwd6JA,0.0,0.0,1.0,0
fkMiipV4j_DG5nSoBnZvbg,0.0,0.0,1.0,0
jI43jHCXx1R-gg_vYcQWww,0.02,0.09523809523809523,0.9047619047619048,2
907s46W8EUgpca91oLeCOA,0.0,0.0,1.0,0
nCRPCQE7E1PV83uQrIf7Cw,0.01,0.25,0.75,1
lJEbBcOR4pySsjaQIoIoRg,0.0,0.0,NaN,0
Mn7qL2rLZvtqLdBg7-iPsQ,0.0,0.0,1.0,0
sb75BE7UxbtGsw-gMf1NrA,0.0,0.0,NaN,0
PHUiSJ1XLOBE7MjtEmzKog,0.0,0.0,1.0,0
SlCchmq2d_QKWbFwc8TEyw,0.0,0.0,NaN,0
Hk7n0zKhcrRwkvqgb_MQ3Q,0.03,0.12,0.88,3
HO3kgFkq7AMmkcE7QvUGLQ,0.0,0.0,NaN,0
BGzavA_ddMr-jGmhArv7fg,0.0,0.0,NaN,0
4xxsMQTIV0QVnItrbaux4g,0.0,0.0,NaN,0
4hiLotPELiIRugUtWC9L6A,0.02,0.06896551724137931,0.9310344827586207,2
ZYY9f01cj8dB9sMfuY3diA,0.04,0.5714285714285714,0.42857142857142855,4
rR3KgAwuJxk9Roz4J5_jtg,0.0,0.0,NaN,0
USn-E16UUM45nmOp0rWEfg,0.0,0.0,NaN,0
9eehtcnYhZAHug1uMI6iRQ,0.0,0.0,1.0,0
_uyl_vUs7HEhuif8yBmLyQ,0.01,0.1,0.9,1
DkuAUXINszlJbJ6BZbp33Q,0.0,0.0,NaN,0
GXjja_W8b1-lfUvdsQt02g,0.03,0.375,0.625,3
AQ68GdYacVeqqqroAh9eOA,0.01,0.14285714285714285,0.8571428571428571,1
9UdZsmZ8UFuENuca3mDA_Q,0.0,0.0,1.0,0
5o5X3jrJIG-ObpEtTScMvg,0.0,0.0,1.0,0
XDYnGRhaCQteZNFPZonRow,0.0,0.0,NaN,0
U7R92hSLRQQv7miQdv6Wrw,0.0,0.0,1.0,0
LTxiFtf3WFiAiWMJgZpIXg,0.06,0.2857142857142857,0.7142857142857143,6
WeVkkF5L39888IPPlRhNpg,0.02,0.1111111111111111,0.8888888888888888,2
QRsuZ_LqrRU65dTs5CL4Lw,0.02,0.2857142857142857,0.7142857142857143,2
-2kCxY7_aw5hOz7fJnGMbQ,0.06,0.2608695652173913,0.7391304347826086,6
qJZCiO3qSOygLLxzX8l1wg,0.01,0.125,0.875,1
1nTGhcG7qqL4qNR8pBwc3w,0.01,0.05263157894736842,0.9473684210526315,1
yDRw0UY7FhjDAs-q1bvRhg,0.0,0.0,1.0,0
HmYj8wXXzzmc80DIenufuw,0.0,0.0,NaN,0
fHdNrSQhhkCF4Pq1nWnMyA,0.0,0.0,1.0,0
esdRtA08ZHjxuGqKy5xoAw,0.03,0.21428571428571427,0.7857142857142857,3
u031oBbLCBpRrtRUiAXfeA,0.01,0.09090909090909091,0.9090909090909091,1
5J371SHi-BsuzyOu_C840Q,0.0,0.0,1.0,0
8OGWYYJYGl8pLn9N6cXjxA,0.01,0.04,0.96,1
Vz_JxxxK-I8lijMJjS-iYA,0.07,0.17073170731707318,0.8292682926829268,7
SbZllpU4VmvfADvBBaYXKA,0.02,0.15384615384615385,0.8461538461538461,2
SCpF9u-OoNlHnmAsltiVrg,0.0,0.0,1.0,0
6vG2mmNJIk8xK1PJZS8OKg,0.02,0.09523809523809523,0.9047619047619048,2
6b4yYexmPQglmNdNum531Q,0.0,0.0,NaN,0
6cW8GuKZyFjpg29djEJoPg,0.0,0.0,NaN,0
bPQMtrXUy8dMCJu6SHxxaA,0.0,0.0,NaN,0
TwpFapxGnZwY9jFy0WjLJw,0.0,0.0,NaN,0
IZmx7AxIH3LeI1QMsrOAcQ,0.0,0.0,1.0,0
Uo5dPwoDpYBzOnmUnjxJ6A,0.03,0.3,0.7,3
KRGbR3MMNj1GTkd6SN_PwQ,0.05,0.29411764705882354,0.7058823529411765,5
O0evs8847ecEkeFMEuK4PA,0.06,0.13953488372093023,0.8604651162790697,6
sbfaRkf72cgptd9xKfMgBg,0.0,0.0,1.0,0
bbCGxjcE5KJovqDy_84MLw,0.0,0.0,1.0,0
o0hsvxNhOxrdhMfx2jXZlQ,0.03,0.3,0.7,3
d_uSfozaAZR4OpDNa8IiZQ,0.04,0.2222222222222222,0.7777777777777778,4
6s7isj1OHWg6vQKa7YtorQ,0.0,0.0,1.0,0
Kc6fTOBttQsexPPVfe5XTg,0.0,0.0,NaN,0
tf9VwbXK8m38Txl9-FnSmw,0.02,0.125,0.875,2
3G0J15bNMGEDlR9K_EAFdA,0.01,1.0,0.0,1
o4nYy2SFROGcBPXt762TEw,0.0,0.0,1.0,0
qOdmye8UQdqloVNE059PkQ,0.0,0.0,NaN,0
mcq1qdkjI7M-E1BXeFXstg,0.01,0.1111111111111111,0.8888888888888888,1
on4PBkuSAUi8gqlJHSyefA,0.0,0.0,NaN,0
WnUDyIE3YWdHcON-i-1MKw,0.0,0.0,1.0,0
HV6pgnVdongJWet-dUjSpQ,0.0,0.0,1.0,0
9EWR2_AULBcXID8ptXX_kA,0.0,0.0,1.0,0
R_evEjQUmtzNalScjk2_Zg,0.02,0.14285714285714285,0.8571428571428571,2
Upq-i76O879cJIb6DbrpiA,0.0,0.0,NaN,0
bjFG1IviPp_9Ae9WwAvHqg,0.02,0.08695652173913043,0.9130434782608695,2
13xeC5yKJO4BDyQOI3xxDQ,0.0,0.0,1.0,0
OFawbcy1lqVOeRtDTOnSpg,0.0,0.0,NaN,0
at0QjRaQpVlhXT8SbjGE1w,0.06,0.13953488372093023,0.8604651162790697,6
TGsvAP89lhlKcYZ6yeYfEA,0.01,0.06666666666666667,0.9333333333333333,1
0IPXId64-RTzDWbTQ7Z_KA,0.0,0.0,NaN,0
aM2vN1DjTI41VPRIroZ7lw,0.0,0.0,NaN,0
-7jOvj4-RK_RCiAjLei1bA,0.01,0.5,0.5,1
fQIF_CwdeUmltPqP8WKq9Q,0.01,0.5,0.5,1
XFHqcLqLLC12VAR9XcAkXw,0.0,0.0,NaN,0
J7uBxfVLSjsVbzESkHmPFg,0.01,0.07692307692307693,0.9230769230769231,1
uf95iifC_TQ-DtDs0rtiXg,0.02,0.18181818181818182,0.8181818181818182,2
Gf8Jew6GZHKCk2F6kPZh5Q,0.0,0.0,1.0,0
zYp4lB4JQ1AsxLKKleYpKA,0.01,0.3333333333333333,0.6666666666666666,1
br9hkOIpT6aOjvejelkGKQ,0.0,0.0,1.0,0
C1AUww2PFRRmbQK2IwqEMg,0.0,0.0,NaN,0
XDq_Yyg_d8tMZfxL409dVw,0.0,0.0,1.0,0
SfcUPkA9V1XVIwbQkRxUnw,0.0,0.0,NaN,0
fZ7fLMqArGTemvXPH9H3FA,0.0,0.0,1.0,0
i7mBC7m7k2FLrdVUx0UqUg,0.0,0.0,1.0,0
jG7130OQWiftvHhtyabsog,0.0,0.0,1.0,0
SRA86Xyf9fbOAhICWttMLQ,0.0,0.0,NaN,0
augJQotyLB503iq1gVJ_tg,0.0,0.0,1.0,0
YBT3EKUNN4IP8m4x7sGu1g,0.02,0.2,0.8,2
oiBG_9xY4E4w4JWTCQR9sw,0.0,0.0,1.0,0
TkAgUg_BMbBrR_zgNtaqWw,0.03,0.2727272727272727,0.7272727272727273,3
mRkXl20H42bU6Z3jUuv8iw,0.02,0.11764705882352941,0.8823529411764706,2
q9iOvVsQU7V2_cIHYnKAcw,0.0,0.0,NaN,0
LoLmkPhGZr-2FlWSUCE-Kg,0.01,0.1,0.9,1
i8ZU6iDLP5r1dVUCxKVv6g,0.02,0.18181818181818182,0.8181818181818182,2
3971tZ7N-Kq-kHzsO62myQ,0.02,1.0,0.0,2
2K58nkDk7Cp9_dezPeJaSA,0.01,0.2,0.8,1
P7S6JorjpamxAVSvmrmjXw,0.01,0.07692307692307693,0.9230769230769231,1
AhoxHm569hH_PRkoegDwcA,0.0,0.0,NaN,0
qLkmShQi5TilOST6C0pYSg,0.01,0.125,0.875,1
JesJ-LaNfr3pKhL7gWhDrw,0.04,0.26666666666666666,0.7333333333333333,4
i-gDfcrFLVhrNhBCUAhFpg,0.04,0.2222222222222222,0.7777777777777778,4
FvbGyxLS58q9ezyNdjzxqw,0.0,0.0,1.0,0
pEMWzZ8qWY1T_K0HUoKDIA,0.0,0.0,NaN,0
xzYgvqggFFFsfDOpN2Jkaw,0.04,0.4444444444444444,0.5555555555555556,4
BfDlTQHYOhN4yR9_egMyEA,0.0,0.0,1.0,0
0qA24lu9d-NtCdSaNPc4lw,0.0,0.0,NaN,0
ZBllYKrFzaI0I7v6Wl26Wg,0.03,0.10344827586206896,0.896551724137931,3
-KVxkJDSTjtPGsamMDG92Q,0.0,0.0,1.0,0
1RKXN8HnIeelHjWDLJPr2Q,0.03,0.1875,0.8125,3
qmuCid52Y-SaJS_6v2CkNg,0.0,0.0,1.0,0
dLiY6m8-i-PQyfe4RQGQnQ,0.04,0.4,0.6,4
cm3_8c_NDhPcpwJQ96Aixw,0.02,0.2,0.8,2
BF7rMYMH6OvJOBIQhsnQvg,0.0,0.0,1.0,0
zHH0lnguD0rWcEtJ5VBc-A,0.0,0.0,1.0,0
qLq9eedYCLaXjcy2XfZQcQ,0.06,0.2857142857142857,0.7142857142857143,6
6X9PioodbNo5nnkZTFWhWQ,0.0,0.0,1.0,0
YHWsLBS8jzZiPjKHMFOaAA,0.0,0.0,NaN,0
65kdUhcdbgCqc0tvfK56Eg,0.0,0.0,1.0,0
QfCfgc5PyNVwd_DgPzmeuA,0.0,0.0,1.0,0
FFLDVmktx5kkAANhTR0Szg,0.0,0.0,1.0,0
hqmnMdDS-Opjp3BfBJA8qA,0.0,0.0,NaN,0
ic-tyi1jElL_umxZVh8KNA,0.05,0.07692307692307693,0.9230769230769231,5
C7lXOTSLUAHG3gkG_Q_39w,0.02,0.18181818181818182,0.8181818181818182,2
ymCk-L8o6WFbCCMK7uCkXA,0.0,0.0,NaN,0
KgFOJnWXxVuz0b-xfo6jjw,0.05,0.09259259259259259,0.9074074074074074,5
zDL0fWXO84ex9Ip3Lv1CTQ,0.0,0.0,1.0,0
gV9Y1fHKqnMRExRErIvFag,0.0,0.0,NaN,0
SBsQvmEEYJsD6xeRzHxf8Q,0.0,0.0,1.0,0
L2QfL9m2TOqJLlGZA5M59A,0.0,0.0,1.0,0
dnb5YD_qxGybsARPG3bQ0g,0.02,0.10526315789473684,0.8947368421052632,2
LGVSbsluzdxwbyiWUh2nAA,0.02,0.1111111111111111,0.8888888888888888,2
FEg8v92qx3kK4Hu4TF28Fg,0.02,0.125,0.875,2
mOVyk3O18VY5nrUMTZgM1w,0.0,0.0,1.0,0
tIFWjDotktTv8vbs5gFQ-A,0.0,0.0,NaN,0
agN7DARhKgIyDp5WKhfqeg,0.0,0.0,1.0,0
7RCz4Ln_FaTvNrdwe251Dg,0.0,0.0,1.0,0
377pLKgBdpf5yVR7DNotMQ,0.0,0.0,NaN,0
emClTWXE_ou1_RJ5PHIAUQ,0.0,0.0,1.0,0
lWZD7nGTxY8DDvIPCORxCg,0.02,0.14285714285714285,0.8571428571428571,2
CQ67NJigSe5-uBDX3b_CUw,0.18,0.27692307692307694,0.7230769230769231,18
J77nvoepKNnqTI7fsPAZ9g,0.01,0.3333333333333333,0.6666666666666666,1
06TjiB7kFn_XnlhxkiEKwQ,0.01,0.06666666666666667,0.9333333333333333,1
6ORiBNRD1FpaIJv3yLRZ4Q,0.01,0.25,0.75,1
GxzhQZokFig02SwfVhGQlA,0.03,0.11538461538461539,0.8846153846153846,3
hrA2TKOiPrJ0Va3ceAgq9g,0.0,0.0,NaN,0
Xrkgx8ImTTwVGk5fTaLyBw,0.0,0.0,1.0,0
zp4UT0rcYPbrjbT3QaL7OA,0.0,0.0,1.0,0
1FB1Vc4zne5AJAliqdMeWA,0.01,0.06666666666666667,0.9333333333333333,1
vCbYnQ0DdpHb-vGRZVMkxg,0.0,0.0,1.0,0
tYk7mMGGFl3gLfmhST5L-A,0.0,0.0,NaN,0
Jm5h-bDATqRMWs3VahkFPg,0.01,0.1,0.9,1
PGeiszoVusiv0wTHVdWklA,0.03,0.033707865168539325,0.9662921348314607,3
lPIsKQYt-md1i3s9CKFZdw,0.0,0.0,NaN,0
Ap5wmWIl1U1xpGciEl_lmQ,0.0,0.0,1.0,0
TaJ3hRYUW9Z82HF0qc4hFQ,0.01,0.3333333333333333,0.6666666666666666,1
gc2Vlj9tsogXG8l0pqJ4Og,0.0,0.0,1.0,0
0hnfc4XlbDFMs69BaV5YbQ,0.06,0.2608695652173913,0.7391304347826086,6
K1VBa17QWjG_ck7WUcb4RQ,0.0,0.0,1.0,0
fhNSa1szPhXYvtcGzPXLiw,0.07,0.3333333333333333,0.6666666666666666,7
Zd3wzNdevk15CwMIJdbjZw,0.17,0.18478260869565216,0.8152173913043478,17
xDed_RrQv7xuwOp9hESt9Q,0.0,0.0,1.0,0
97ZsoydQYxhmQ-XnsxbDog,0.01,0.1,0.9,1
Hbh33TqJjrEOuxZTF2hdFQ,0.01,0.05555555555555555,0.9444444444444444,1
w2wFvtGWp7ZGMe-T9fsRIA,0.0,0.0,1.0,0
vMrnL8HA0OvnME8PC0Dg1A,0.01,0.14285714285714285,0.8571428571428571,1
zi9fGHuzhehTaLvcLxd9Lw,0.01,0.5,0.5,1
eTqkngyxFIIoLKm1hq50bg,0.04,0.4444444444444444,0.5555555555555556,4
723Rler7IsBi80ps97vrxA,0.01,0.09090909090909091,0.9090909090909091,1
mXMVfThnmi6dnKq9NlC2ug,0.02,0.06060606060606061,0.9393939393939394,2
lCmvpQfFpdxhbWVM59eUCg,0.0,0.0,NaN,0
3dRM4nuOI2Hs0AbiMQdWrg,0.0,0.0,1.0,0
M3q6GbQzbWpjZl87Gq2gpQ,0.0,0.0,NaN,0
JOows8IozzDDi64jqgwsTg,0.02,0.18181818181818182,0.8181818181818182,2
_W9N0kF0qERB3deAcDISLg,0.0,0.0,NaN,0
MHICYB28dgu7nJWfaIsx1A,0.0,0.0,NaN,0
